id,output,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
127,0,75.149,232.542,39.697,51.487,293.989,87.034,68,12.795,172.749,27.237,590.98,81.212,4.167,-17.076,26.775,7.85,63.336,-7.847,-6.946,-9.994,-9.441,-8.614,-11.664,-11.664,-269.643,-1.831,1.072,2.104,111.48,7,44.352,27.399,1.45,-7.412,-36.812,119.789,0.921,44.646,1.919,10.733,1.741,0.277,16.206,95.15,-10.966,-5.742,-134.906,-8.471
144,0,13.219,25.67,388.306,40.69,877.228,47.642,114.306,39.238,92.937,79.223,103.965,50.726,48.791,6.167,39.875,11.774,44.574,12.11,11.875,8.482,7.054,2.395,1.724,1.433,347.368,3.5,0.689,6.841,98.278,1,190.107,114.303,7.032,18.355,45.707,9.606,0.964,36.387,3.227,5.534,2.949,-0.92,30.893,84.534,33.282,10.744,384.211,18.923
145,0,16.858,25.67,388.306,6.277,389.49,76.096,126.062,57.751,93.034,79.223,103.483,24.034,20.877,4.802,22.222,29.401,71.318,5.859,6.307,3.573,2.989,2.099,1.302,1.089,210.667,2.307,0.996,3.959,98.701,1,345.928,269.055,2.823,13.464,52.1,21.53,2.656,32.587,2.791,3.212,2.744,-1.013,19.614,85.869,9.713,3.637,284,71.636
147,0,39.87,77.04,129.802,27.893,221.092,46.589,115.368,17.03,65.952,61.288,95.373,48.248,44.096,6.637,13.873,10.271,25.185,22.247,13.405,12.06,9.186,9.436,4.625,3.523,1828.21,4.13,0.516,2.462,95.4,1,124.627,107.338,5.849,21.744,11.882,36.429,1.487,21.289,3.22,5.486,2.607,-0.605,25.339,92.759,76.62,30.356,1230.995,51.493
152,0,19.931,142.237,70.305,39.455,36.864,87.034,68,42.852,475.785,79.223,590.98,81.212,4.167,-17.076,61.431,81.016,86.815,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,5.387,3.096,111.48,6,93.117,25.88,3.107,-7.412,-5.918,119.789,1.525,119.212,0.6,1.59,0.557,-0.151,5.464,131.249,-10.966,-7.598,-134.906,-8.471
186,0,38.554,44.037,227.083,11.983,1323.618,27.041,119.667,20.214,8.242,79.223,18.031,12.45,42.57,-17.076,61.431,16.548,21.9,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,0.877,5.298,111.48,7,473.339,184.946,6.989,-7.412,48.996,11.4,1.713,119.212,1.065,2.094,1.052,0.681,5.464,80.309,-10.966,-7.598,-134.906,-8.471
196,0,56.807,75.146,133.075,27.443,394.872,61.651,68,44.367,42.105,53.114,63.636,24.404,19.67,-17.076,45.455,31.641,53.638,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,1.492,4.139,111.48,7,176.992,96.541,14.664,-7.412,18.789,17.863,1.518,50.867,1.425,3.615,1.3,0.681,5.464,82.813,-10.966,-7.598,-134.906,-8.471
198,0,21.243,42.565,234.934,9.187,180.556,71.243,223,35.993,196.413,71.031,242.152,50.093,20.594,11.503,11.19,17.314,63.502,7.554,8.022,2.951,2.582,3.481,1.428,1.249,141.818,1.6,2.454,6.279,98.535,1,157.222,139.63,15.556,21.481,28.664,56.191,3.028,19.708,2.17,3.264,2.066,0.583,53.389,101.136,50,14.503,347.273,203.759
199,0,19.726,33.879,295.166,5.939,202.868,70.441,154.333,34.982,130.238,78.486,151.404,41.776,27.592,9.893,8.315,14.797,55.905,9.101,9.434,4.064,3.556,3,1.412,1.235,160.811,1.757,1.865,7.15,98.593,1,192.154,176.177,4.28,12.268,38.498,40.622,2.588,9.523,3.034,4.137,2.879,0.285,48.911,94.613,42.462,13.416,341.892,182.468
207,0,71.474,91.773,108.965,7.355,63.819,27.326,115.428,17.986,24.626,43.907,35.679,22.119,4.167,1.402,25.186,32.938,22.488,4.099,4.063,3.076,2.534,3.808,3.063,2.524,387.38,3.858,0.983,2.523,96.952,2,128.969,96.486,48.286,55.847,6.408,52.382,1.349,24.013,1.077,5.608,1.004,-1.013,15.511,111.594,26.794,5.361,488.485,88.336
229,0,53.749,97.926,39.697,152.186,36.864,87.034,68,71.405,187.934,41.785,233.417,81.212,4.167,-17.076,54.953,98.472,86.815,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-247.081,-1.831,7.09,6.272,111.48,6,44.352,25.88,2.173,-7.412,-36.812,119.789,5.02,41.524,1.125,1.83,1.019,0.085,5.464,82.981,-10.966,-7.598,-134.906,-8.471
236,0,47.995,79.49,125.801,28.031,240,40.858,68,16.721,40.624,79.223,68.038,39.622,16.57,-17.076,25.412,44.919,22.308,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,3.862,4.317,111.48,7,131.254,97.899,2.292,-7.412,12.383,101.265,5.02,119.212,0.6,1.59,0.557,-0.058,13.68,80.309,-10.966,-7.598,-134.906,-8.471
237,0,55.907,85.476,116.992,30.222,196.963,34.194,78.397,13.904,35.244,79.223,53.363,34.594,13.904,-17.076,26.791,31.646,17.66,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,2.886,3.522,111.48,7,127.46,93.312,2.83,-7.412,9.499,108.206,5.02,97.487,0.6,1.59,0.557,0.067,5.464,84.463,-10.966,-7.598,-134.906,-8.471
242,0,14.761,44.935,222.545,14.232,148.375,66.291,204,12.131,172.712,79.223,204.412,67.15,32.85,16.747,19.71,4.791,26.969,11.682,11.062,7.811,6.081,4.579,3.159,2.459,348.387,3.403,1.314,4.582,96.858,1,126.938,101.918,0.639,12.55,18.089,68.674,3.006,27.122,2.551,3.079,2.473,0.016,54.102,105.383,111.404,17.986,498.387,96.181
267,0,21.678,42.848,233.383,45.666,1323.618,35.094,111.397,39.513,70.427,63.183,108.129,49.408,39.449,-16.042,27.637,63.938,46.374,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,7.09,8.517,111.48,4,158.522,114.712,38.561,0.259,28.915,46.051,5.02,119.212,0.629,1.59,0.609,-0.502,5.464,88.733,-10.966,-7.598,-134.906,-8.471
268,0,48.851,76.42,130.856,56.694,1323.618,38.925,100.39,32.123,47.9,66.399,61.042,36.075,33.502,-17.076,36.029,45.987,35.214,-2.783,-2.416,-5.397,-5.397,-4.737,-9.408,-9.408,-91.139,-0.81,5.197,6.11,109.214,6,141.783,90.701,4.713,-7.412,15.074,49.467,5.02,119.212,0.6,1.59,0.574,0.081,5.464,131.249,-10.966,-7.598,-79.747,-8.471
269,0,35.763,59.071,169.287,26.742,36.864,43.988,137.571,17.179,76.116,65.632,78.712,39.459,39.042,13.795,4.619,21.332,25.522,2.111,7.349,4.926,16.204,1.487,4.072,10.368,74.194,7.903,2.004,4.312,88.18,1,162.797,155.277,14.908,23.219,24.779,59.103,1.416,12.033,1.42,6.625,1.21,-1.013,5.464,131.249,21.356,-0.835,303.226,67.867
283,0,39.687,64.53,154.966,45.837,163.846,49.442,139.503,48.722,78.183,57.155,95.236,38.499,28.222,-4.392,54.103,68.324,54.654,1.305,5.955,3.592,4.207,1.212,3.836,4.493,48,2.78,2.524,4.82,95.785,3,156.662,71.903,26.321,33.427,21.814,28.596,1.164,95.397,1.077,2.778,0.936,-1.013,24.105,80.309,9.647,-1.571,252,16.993
284,0,46.884,197.246,50.698,113.894,80.194,75.139,68,65.133,385.111,67.943,444.391,76.231,4.167,-17.076,61.431,98.472,79.154,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,7.09,6.207,111.48,4,69.678,25.88,7.831,-7.412,-23.115,119.789,5.02,119.212,0.6,1.59,0.557,0.09,5.464,81.775,-10.966,-7.598,-134.906,-8.471
307,0,41.571,83.394,119.913,58.348,98.791,60.49,132.447,46.104,128.918,69.806,139.852,50.151,14.745,4.643,61.431,54.496,56.249,-6.274,-6.266,-9.939,-9.441,-6.632,-10.622,-10.622,-168.974,-1.239,3.925,5.716,110.429,4,116.506,41.61,6.705,-7.412,8.278,66.482,2.005,119.212,0.946,1.752,0.936,-0.717,5.464,89.128,-10.966,-7.598,-91.185,-8.079
309,0,37.491,73.48,136.091,7.634,138.216,75.426,132.8,33.163,205.12,60.566,216.416,48.978,22.631,5.59,1.309,39.714,59.438,-1.544,0.909,0.42,0.245,-1.633,0.49,0.286,-269.643,1.857,0.571,0.788,99.524,1,127.627,125.957,3.967,4.802,13.531,119.789,5.02,3.799,0.946,1.718,0.857,-0.168,25.879,82.438,31.116,9.648,2092.857,187.013
320,0,32.233,208.427,47.978,92.821,163.874,83.319,356,62.902,475.785,66.551,546.629,81.212,15.465,11.121,3.718,62.576,80.266,11.087,10.521,4.566,3.672,8.816,3.976,3.198,170,1.767,5.186,7.075,96.108,1,80.164,77.184,1.439,6.166,-16.768,62.779,3.879,6.783,1.258,2.925,1.148,-0.402,27.593,123.202,15.584,8.53,246.667,17.73
347,0,55.009,105.148,95.104,7.263,87.26,74.039,131.4,31.993,188.28,42.621,202.131,47.684,23.591,5.637,2.155,31.89,57.558,1.784,4.341,1.312,1.211,1.038,0.931,0.859,48.333,1.433,2.147,3.917,99.089,1,94.352,92.319,4.97,6.928,-2.693,119.789,3.758,5.641,1.719,2.958,1.41,-1.013,47.343,131.249,71.253,15.367,738.333,292.053
356,0,42.55,65.672,152.273,18.703,469.231,60.673,68,39.327,51.059,58.491,104.131,35.208,22.6,-17.076,35.536,43.16,53.771,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,1.808,2.969,111.48,5,163.174,105.188,15.666,-7.412,22.242,79.607,5.02,61.103,0.77,1.59,0.742,0.283,5.464,84.502,-10.966,-7.598,-134.906,-8.471
357,0,13.219,170,58.824,18.626,59.748,87.034,150,17.488,475.785,79.223,590.98,81.212,4.167,2.107,47.17,16.442,73.451,8.196,8.112,6.926,6.926,4.2,3.586,3.586,683.871,6.839,0.614,1.29,96.414,2,94.254,49.795,1.687,5.814,-5.31,119.789,2.429,74.692,1.952,2.456,1.932,-1.013,29.615,91.283,36.893,4.274,687.097,26.592
389,0,17.573,54.082,184.906,42.478,220.483,70.557,110,38.329,218.75,79.223,231.364,67.507,26.525,2.818,8.045,30.745,56.778,13.798,4.747,1.704,1.704,8.218,1.117,1.117,412,1.56,1.995,4.28,98.892,1,122.102,112.279,0.31,2.308,14.92,56.594,4.353,12.523,1.679,2.513,1.526,0.252,31.812,91.146,12.026,11.657,176,11.671
398,0,13.219,25.67,388.306,23.886,225.189,49.82,365.69,22.708,106.901,79.223,129.439,56.409,43.58,22.967,37.382,10.293,34.257,22.247,21.161,18.927,16.204,12.56,12.148,8.496,1952.381,20.103,0.643,3.869,88.18,1,168.53,105.531,9.744,57.808,38.657,33.285,1.918,30.616,3.227,4.103,2.949,-1.013,67.046,84.116,240.873,34.338,2112.698,92.67
402,0,13.219,25.67,388.306,5.411,708.607,37.404,206.833,27.356,27.72,79.223,29.815,17.788,59.663,30.817,2.706,13.335,31.436,22.247,21.161,18.927,16.204,13.03,11.905,10.368,1208.696,12.043,1.078,5.845,88.18,1,473.339,396.835,16.486,153.784,52.1,13.686,3.476,3.464,2.93,3.281,2.784,-0.469,72.67,93.316,98.067,52.703,1313.043,402.055
407,0,13.219,64.706,154.545,44.792,521.429,82.933,170,40.566,286.471,79.223,585.882,81.212,8.233,6.003,26.775,29.18,73.561,6.551,4.773,0.764,0.286,4.195,0.494,0.185,161.905,1.19,2.591,4.778,99.507,1,106.024,106.024,2.912,3.715,5.146,53.816,0.529,44.646,1.562,11.706,1.547,-0.774,40.573,80.309,2.049,2.108,119.048,8.738
416,0,30.776,56.805,176.04,52.931,293.989,73.56,100.847,68.63,178.485,63.416,223.203,45.821,20.464,0.173,26.775,38.703,76.975,10.929,12.364,7.316,6.86,5.344,4.186,3.925,185.014,2.177,2.888,5.794,95.917,3,151.073,151.073,12.685,28.883,23.402,37.47,1.389,44.646,2.045,8.641,1.748,-0.047,22.894,100.249,16.981,8.42,292.95,35.455
420,0,13.219,25.67,388.306,39.966,241.062,60.694,112.75,39.989,283.37,78.387,311.308,73.778,23.384,2.68,7.007,20.691,62.789,10.378,6.932,0.961,0.275,3.806,0.381,0.109,160.92,1.161,2.365,7.852,99.62,1,127.066,118.162,21.154,22.151,19.968,46.741,3.212,11.065,2.726,3.356,2.524,0.346,49.348,87.845,7.833,5.234,148.276,14.875
421,0,13.219,25.67,388.306,33.818,151.815,37.411,123.429,32.328,225.231,62.453,241.551,70.722,29.007,5.557,10.103,17.882,52.475,10.691,10.342,5.48,4.656,4.742,2.493,2.118,214.407,2.127,2.212,6.669,97.507,1,135.17,121.514,47.101,53.474,24.873,58.701,3.225,14.025,2.254,3.255,2.198,-0.125,59.909,105.469,26.939,8.146,257.627,30.504
422,0,19.264,38.218,261.656,10.942,36.864,71.558,200.5,39.018,244.514,72.011,251.995,49.595,19.632,10.012,61.431,14.649,66.472,7.793,11.402,8.646,7.647,2.018,2.313,2.045,273.75,4.138,0.737,3.65,97.713,1,162.791,54.973,17.665,30.084,31.141,34.3,0.505,39.001,3.227,6.408,2.949,0.52,33.449,92.975,22.844,6.019,505,85.227
423,0,39.56,196.364,50.926,53.03,36.864,87.034,68,71.405,187.934,49.627,233.417,79.853,4.167,-17.076,61.431,72.027,86.815,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,3.017,3.03,111.48,4,75.688,25.88,14.736,-7.412,-19.414,119.789,0.798,119.212,1.121,1.712,1.091,-1.013,5.464,80.309,-10.966,-7.598,-134.906,-8.471
437,0,28.964,67.863,147.356,67.013,647.816,58.626,250.504,53.484,133.088,67.454,156.3,57.32,35.396,3.947,34.31,52.595,59.323,4.642,-0.261,-5.702,3.239,2.619,-3.766,2.139,72.885,1.633,3.594,8.276,97.616,1,123.929,81.409,7.751,1.069,13.716,42.858,2.02,56.813,1.784,2.624,1.514,-0.306,7.624,80.309,14.469,-0.285,19.791,20.527
459,0,42.864,198.826,50.295,54.424,82.467,77.236,144.428,31.096,298.902,66.689,363.857,78.442,5.746,6.632,44.107,21.025,59.057,8.017,7.662,3.924,2.808,5.227,2.664,1.907,205.941,1.802,2.538,4.676,97.338,1,72.839,40.712,1.232,6.256,-21.305,85.607,2.135,76.999,1.534,2.565,1.473,0.35,28.259,109.172,14.492,4.487,204.979,18.862
495,0,35.028,87.462,114.336,3.296,40.575,87.034,68,34.66,475.785,61.581,590.98,59.951,7.226,-17.076,49.482,35.397,82.628,11.635,11.116,6.123,6.123,7.255,4.065,4.065,218.868,2.226,3.315,5.436,95.948,3,108.376,54.75,5.72,12.36,5.021,117.215,1.617,67.567,1.604,3.117,1.506,0.216,38.813,117.538,15.215,4.557,226.415,142.857
521,0,15.824,25.67,388.306,52.118,125.472,41.694,230,27.905,46.087,71.844,58.986,26.724,44.649,25.607,3.978,7.801,38.117,18.812,14.879,12.111,12.111,4.534,3.212,3.212,617.5,5.375,0.734,4.619,96.79,1,314.988,302.457,47.912,90.909,52.1,21.741,0.926,3.283,3.227,5.462,2.949,0.528,72.67,105.979,39.673,26.531,572.5,572.5
522,0,23.939,32.815,304.742,9.734,324.096,56.219,287.667,37.759,46.234,75.397,63.499,27.048,42.103,27.789,32.966,13.859,46.99,10.988,13.525,10.144,10.144,3.134,3.261,3.261,288.333,4,1.087,6.012,96.781,1,281.204,188.504,3.832,36.679,49.013,22.25,1.311,18.481,3.227,4.836,2.949,-0.853,72.67,87.536,30.42,9.802,400,114.286
532,0,49.591,232.542,41.419,37.5,116.522,83.961,143,27.005,475.785,46.318,590.98,79.46,11.702,3.519,1.04,17.314,69.767,4.175,4.598,3.095,2.564,2.204,1.836,1.522,247.059,3.059,0.892,1.696,98.174,1,63.44,63.337,5.149,8.754,-29.051,86.462,4.033,1.427,1.895,2.908,1.685,-0.241,46.861,122.023,54.709,15.014,1147.059,78.226
533,0,28.665,196.5,50.891,23.517,232.108,83.953,191,16.776,334.031,69.489,590.98,81.212,13.858,6.637,1.04,11.291,54.632,4.524,4.474,4.242,3.702,2.602,2.7,2.356,1766.667,19.333,0.228,0.788,97.307,1,83.518,83.091,2.22,6.917,-14.077,78.125,4.368,1.427,1.739,2.689,1.571,-0.074,49.287,88.871,94.643,21.441,3875,112.017
566,0,13.219,25.67,388.306,18.709,235.484,48.02,187.667,20.05,96.092,79.223,104.44,48.515,46.452,21.7,1.04,6.731,30.149,16.537,17.792,11.588,11.588,4.709,3.518,3.518,250,2.868,1.884,8.596,96.513,1,181.803,180.952,11.395,32.993,39.686,46.206,2.438,1.427,3.227,4.905,2.949,0.681,54.015,95.073,77.871,15.716,286.765,75.746
567,0,19.129,55.288,180.872,11.455,94.488,57.805,241.667,9.634,185.241,72.256,194.759,65.401,33.58,19.685,1.04,5.173,22.294,14.971,10.679,9.552,9.552,5.471,4.004,4.004,1157.895,9.474,0.473,1.824,96.039,1,123.654,122.663,13.173,24.575,15.47,68.489,2.81,1.427,2.736,4.226,2.386,-1.013,33.759,123.549,71.397,14.017,947.368,82.192
570,0,54.873,67.325,148.533,52.118,614.218,42.731,178.201,24.271,8.242,45.11,32.315,18.495,57.181,14.209,26.775,30.01,29.779,12.065,12.203,10.893,10.893,11.91,10.86,10.368,911.913,4.328,1.306,2.903,89.171,1,243.993,243.993,0.31,47.681,26.632,19.465,1.872,44.646,1.013,6.205,1.003,0.295,34.809,87.306,66.385,36.159,1583.548,1578.571
572,0,17.546,70.526,141.791,66.924,63.324,74.617,266,55.181,300.526,79.223,301.955,75.122,24.878,15.526,3.221,41.34,68.925,7.985,8.827,2.755,1.762,5.956,2.06,1.317,131.173,1.454,4.54,7.993,97.979,1,109.761,106.225,0.672,4.333,7.333,58.745,2.84,3.708,1.341,3.232,1.337,-0.236,19.753,127.443,6.838,3.685,174.691,15.669
573,0,29.458,50.638,197.481,45.585,1323.618,55.79,213.412,49.539,79.162,71.224,102.536,41.826,35.035,4.587,50.048,98.472,54.842,6.106,6.03,0.184,0.184,13.794,0.552,0.552,103.139,1.031,7.09,8.596,99.453,1,168.656,84.247,8.172,8.548,28.716,9.606,5.02,119.212,0.6,1.59,0.557,-0.415,17.147,80.309,1.631,1.215,103.139,13.914
591,0,68.183,101.275,98.741,58.381,1323.618,85.224,77.3,71.405,103.752,32.576,231.436,32.676,9.772,-4.146,23.077,98.472,83.536,-1.767,-2.586,-5.68,-5.884,-3.754,-12.589,-11.677,-54.605,-0.836,6.875,3.805,111.48,4,97.373,74.902,2.012,-7.412,-0.858,54.89,4.961,78.415,0.6,1.59,0.557,-0.546,13.335,80.309,-4.412,-2.637,-3.947,-0.684
606,0,52.235,91.848,108.875,66.331,475.499,69.494,150.434,59.61,126.046,45.663,151.804,43.129,28.411,9.525,52.601,46.234,67.723,17.131,10.044,3.339,2.812,13.503,2.653,2.234,253.493,1.432,5.327,8.596,97.366,1,110.749,52.494,4.858,12.788,4.636,36.743,1.895,69.089,1.269,2.876,1.259,0.206,40.301,108.52,15.365,22.909,240.534,41.452
625,0,40.866,130.287,76.754,59.553,73.286,80.382,114.889,52.052,431.335,64.116,472.34,68.634,4.167,1.883,41.112,55.817,78.176,5.538,4.577,0.167,0.167,4.581,0.151,0.151,115.152,1.038,3.978,5.326,99.85,1,86.159,50.737,6.552,6.757,-9.5,55.938,1.295,53.023,1.209,3.95,1.109,-0.985,31.941,80.309,3.672,0.888,103.788,9.892
626,0,37.64,232.542,40.198,62.992,45.339,87.034,69.111,47.471,475.785,69.002,590.98,81.212,4.167,-3.044,60.639,65.737,86.815,-0.407,-0.714,-5.071,-5.071,-0.455,-6.246,-6.246,-8.475,-0.164,5.367,4.851,106.201,4,73.478,28.922,4.102,-1.213,-22.509,119.789,2.603,119.212,0.896,1.638,0.812,-0.21,16.812,98.582,-7.861,-3.853,-16.384,-1.471
630,0,13.219,26.034,384.118,21.59,255.556,67.475,174.348,34.631,80.798,79.223,227.805,58.315,23.683,10.916,61.431,19.978,57.499,12.721,11.479,2.573,2.144,6.702,1.436,1.197,134.815,1.289,4.971,8.596,98.594,1,152.874,27.094,10.235,14.505,30.833,34.511,0.981,108.203,1.898,2.644,1.792,0.471,24.443,88.122,15.92,8.58,170,55.212
643,0,47.237,108.601,92.08,37.789,93.082,68.404,132.994,41.97,268.19,48.859,283.35,56.504,5.499,4.947,15.796,50.608,67.79,7.019,4.877,0.973,0.973,6.222,0.917,0.917,169.236,1.214,3.676,5.208,99.121,1,93.379,78.629,19.397,20.742,-3.741,106.453,3.378,28.121,1.128,2.789,1.062,-0.276,12.685,107.168,3.93,5.082,180.929,25.384
648,0,32.804,86.57,115.513,12.907,147.267,75.893,158.92,23.725,220.035,73.379,299.309,62.107,8.434,-2.724,2.684,23.315,53.344,10.102,8.561,6.293,5.603,6.727,4.496,4.003,415.217,3.775,1.62,3.054,95.526,4,108.194,105.289,4.597,11.964,5.089,102.113,4.345,16.176,1.586,2.401,1.4,-0.565,29.297,108.758,29.491,7.869,455.072,72.685
660,0,49.284,101.184,98.83,51.766,111.608,68.172,181.59,43.5,149.478,61.924,165.801,51.293,12.301,9.27,47.924,58.805,58.439,15.726,10.153,7.087,6.742,13.794,7.263,6.909,445.865,3.312,3.142,4.901,92.822,1,98.876,51.49,0.63,11.105,-0.577,73.802,3.666,63.628,1.123,2.068,0.976,-0.136,31.38,106.128,29.045,16.293,480.827,39.315
661,0,46.24,125.506,79.677,82.862,176.674,77.074,97.703,60.247,267.417,74.113,298.717,63.158,4.167,-6.383,42.349,95.352,74.022,-6.861,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-141.876,-1.831,7.09,5.921,111.48,4,85.121,49.074,0.31,-7.412,-9.397,119.789,5.02,119.212,0.62,1.59,0.557,-0.108,5.464,85.119,-10.966,-7.598,-134.906,-8.471
673,0,37.935,136.61,73.201,101.912,459.727,68.256,154.444,63.252,251.151,63.981,262.734,72.231,17.82,9.691,23.964,50.521,69.704,7.837,7.767,3.196,2.124,5.577,2.496,1.659,156.195,1.699,3.57,6.366,97.518,1,85.926,65.334,5.887,10.214,-10.166,51.752,2.919,45.784,1.405,2.494,1.28,-0.135,29.248,99.97,21.511,12.439,318.584,19.48
709,0,49.182,112.674,88.752,52.118,293.989,65.7,86.996,46.645,187.934,50.818,164.289,56.35,34.3,-3.709,61.431,47.43,62.919,6.666,1.722,1.722,1.722,8.205,2.252,2.252,214.247,2.249,3.65,5.638,97.801,3,90.183,26.079,14.664,2.876,-5.532,31.688,0.512,119.212,0.812,1.995,0.765,0.061,5.464,89.69,7.744,8.99,381.029,93.3
729,0,13.219,25.67,388.306,25.092,209.527,55.251,178.396,31.013,109.584,79.223,125.456,49.907,36.593,3.779,31.589,16.879,43.808,6.242,6.559,4.423,3.681,2.022,1.489,1.239,281.267,2.263,0.719,3.648,98.517,1,176.438,120.704,7.816,13.297,38.148,26.918,1.603,42.9,3.087,3.98,2.949,-0.328,27.776,80.309,35.549,8.998,522.211,32.032
730,0,13.219,71.679,139.511,68.602,191.906,87.034,68,71.405,187.934,79.223,233.417,81.212,4.167,-17.076,26.205,38.685,86.815,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,1.822,4.556,111.48,4,104.265,76.942,7.532,-7.412,3.707,39.843,2.399,42.662,2.314,3.155,2.23,0.681,5.464,91.2,-10.966,-7.598,-134.906,-8.471
